ticker,analyst,target,rating,aver_close_at_analysis,analysis_date,aver_close_at_12m,12m_date
BNS,BMO Capital Markets,70.0,Outperform,59.05875025,2015-08-31,69.68333316666667,2016-08-31
BNS,Royal Bank of Canada,73.0,Outperform,59.05875025,2015-08-31,69.68333316666667,2016-08-31
BNS,CIBC,66.0,Sector Perform,60.276250375,2015-08-17,66.62857271428571,2016-08-17
BNS,Scotiabank,73.0,Outperform,64.06000142857143,2015-07-15,65.16499975,2016-07-15
BNS,"Keefe, Bruyette &amp; Woods",68.0,Market Perform,65.72624975000001,2015-06-01,65.10857057142856,2016-06-01
CNR,TD Securities,86.0,Hold,80.37857057142857,2016-04-26,99.70714242857142,2017-04-26
CNR,Scotiabank,84.0,Sector Perform,80.37857057142857,2016-04-26,99.70714242857142,2017-04-26
CNR,Desjardins,80.0,Hold,80.37857057142857,2016-04-26,99.70714242857142,2017-04-26
CNR,CIBC,86.0,Sector Perform,80.37857057142857,2016-04-26,99.70714242857142,2017-04-26
CNR,Royal Bank of Canada,90.0,Outperform,80.37857057142857,2016-04-26,99.70714242857142,2017-04-26
CNR,"Raymond James Financial, Inc.",85.0,,81.966250375,2016-04-18,99.05666733333332,2017-04-18
CNR,FirstEnergy Capital,87.5,Market Perform,80.396665,2016-03-23,96.64857385714285,2017-03-23
CNR,National Bank Financial,78.0,Sector Perform,80.28285542857144,2016-03-15,96.67285942857143,2017-03-15
CNR,CIBC,84.0,,73.022499125,2016-01-29,91.28333455555554,2017-01-29
CNR,FirstEnergy Capital,78.0,Outperform,72.60142742857143,2016-01-27,91.83875175,2017-01-27
CNR,TD Securities,88.0,Buy,72.60142742857143,2016-01-27,91.83875175,2017-01-27
CNR,Royal Bank of Canada,81.0,Outperform,72.60142742857143,2016-01-27,91.83875175,2017-01-27
CNR,"Raymond James Financial, Inc.",78.0,Market Perform,72.60142742857143,2016-01-27,91.83875175,2017-01-27
CNR,National Bank Financial,77.0,Outperform,72.60142742857143,2016-01-27,91.83875175,2017-01-27
CNR,Desjardins,81.0,Buy,72.60142742857143,2016-01-27,91.83875175,2017-01-27
CNR,Canaccord Genuity,83.0,Buy,72.60142742857143,2016-01-27,91.83875175,2017-01-27
CNR,Canaccord Genuity,84.0,Buy,73.38285842857144,2016-01-13,92.388751,2017-01-13
CNR,Scotiabank,85.5,Outperform,73.232501125,2016-01-11,92.32428628571428,2017-01-11
CNR,BMO Capital Markets,86.0,Outperform,75.09428614285716,2016-01-04,91.16666666666667,2017-01-04
CNR,Barclays PLC,73.0,Equal Weight,78.21857114285714,2015-12-21,90.74000050000001,2016-12-21
CNR,National Bank Financial,82.0,Outperform,76.06999957142857,2015-12-16,89.910001,2016-12-16
CNR,"Raymond James Financial, Inc.",84.0,,75.30571414285714,2015-12-15,89.73142914285714,2016-12-15
CNR,Royal Bank of Canada,92.0,Outperform,80.5814287142857,2015-10-29,84.82888877777776,2016-10-29
CNR,TD Securities,89.0,Buy,80.8599997142857,2015-10-28,84.99749949999999,2016-10-28
CNR,Scotiabank,88.5,Outperform,80.8599997142857,2015-10-28,84.99749949999999,2016-10-28
CNR,CIBC,87.0,,80.8599997142857,2015-10-28,84.99749949999999,2016-10-28
CNR,Canaccord Genuity,86.0,Hold,80.8599997142857,2015-10-28,84.99749949999999,2016-10-28
CNR,BMO Capital Markets,90.0,,80.8599997142857,2015-10-28,84.99749949999999,2016-10-28
CNR,Barclays PLC,75.0,Equal Weight,80.8599997142857,2015-10-28,84.99749949999999,2016-10-28
CNR,Canaccord Genuity,83.0,Hold,78.37499866666667,2015-10-13,87.63333283333333,2016-10-13
CNR,Barclays PLC,72.0,,77.53125,2015-10-05,87.375,2016-10-05
CNR,CIBC,84.0,,75.63857157142856,2015-10-01,85.99111155555556,2016-10-01
CNR,Scotiabank,85.5,Sector Outperform,74.75714342857142,2015-09-29,85.30000057142857,2016-09-29
CNR,BMO Capital Markets,87.0,Outperform,72.575002,2015-09-08,82.61166633333333,2016-09-08
CNR,Scotiabank,85.5,Sector Outperform,78.43999928571428,2015-07-21,82.72142900000001,2016-07-21
CNR,TD Securities,85.0,Hold,78.43999928571428,2015-07-21,82.72142900000001,2016-07-21
CNR,Salman Partners,89.0,Buy,78.43999928571428,2015-07-21,82.72142900000001,2016-07-21
CNR,"Raymond James Financial, Inc.",85.0,Outperform,78.43999928571428,2015-07-21,82.72142900000001,2016-07-21
CNR,FirstEnergy Capital,85.0,Market Perform,78.43999928571428,2015-07-21,82.72142900000001,2016-07-21
CNR,Desjardins,84.0,Hold,78.43999928571428,2015-07-21,82.72142900000001,2016-07-21
CNR,CIBC,86.0,Sector Outperformer,78.43999928571428,2015-07-21,82.72142900000001,2016-07-21
CNR,Canaccord Genuity,84.0,Buy,78.43999928571428,2015-07-21,82.72142900000001,2016-07-21
CNR,BMO Capital Markets,90.0,Outperform,78.43999928571428,2015-07-21,82.72142900000001,2016-07-21
CNR,Barclays PLC,77.0,Equal Weight,76.75428557142858,2015-07-16,80.82777911111111,2016-07-16
CNR,Desjardins,83.0,,74.613750375,2015-07-13,79.78142985714285,2016-07-13
CNR,Cowen and Company,66.0,Outperform,72.98714342857143,2015-07-07,77.76714442857143,2016-07-07
CNR,Salman Partners,86.5,,74.395715,2015-06-23,74.99143,2016-06-23
CNR,Canaccord Genuity,77.0,,74.395715,2015-06-23,74.99143,2016-06-23
CNR,BMO Capital Markets,88.0,Outperform,74.4487495,2015-06-19,75.16888944444445,2016-06-19
CNR,CIBC,85.0,,73.68124875,2015-06-15,75.17142814285715,2016-06-15
CNR,Canaccord Genuity,76.0,Hold,72.83285628571429,2015-06-10,76.133749,2016-06-10
CNR,Barclays PLC,82.0,Overweight,73.02375037499999,2015-06-08,76.66285585714286,2016-06-08
CNR,"Raymond James Financial, Inc.",81.0,Outperform,73.93375025,2015-06-01,77.662857,2016-06-01
CNR,FirstEnergy Capital,83.0,,74.33285642857142,2015-05-27,77.59857171428573,2016-05-27
SU,"Raymond James Financial, Inc.",41.0,Outperform,35.894999875,2016-04-29,42.25111088888889,2017-04-29
SU,National Bank Financial,37.0,,35.894999875,2016-04-29,42.25111088888889,2017-04-29
SU,Royal Bank of Canada,41.0,Outperform,35.894999875,2016-04-29,42.25111088888889,2017-04-29
SU,TD Securities,39.0,Hold,36.139999857142854,2016-04-28,42.31374975,2017-04-28
SU,BMO Capital Markets,42.0,Outperform,36.139999857142854,2016-04-28,42.31374975,2017-04-28
SU,Desjardins,37.0,,36.377499375000006,2016-04-22,41.284444666666666,2017-04-22
SU,Citigroup Inc,40.0,Neutral,36.334285,2016-04-20,41.16857157142857,2017-04-20
SU,Royal Bank of Canada,39.0,Outperform,36.516249499999994,2016-04-18,40.87333316666666,2017-04-18
SU,CIBC,45.0,,36.528749375,2016-04-15,41.11375,2017-04-15
SU,Barclays PLC,43.0,,35.856249874999996,2016-04-08,41.28555555555555,2017-04-08
SU,Nomura,45.0,Buy,35.798570999999995,2016-03-28,41.09428571428572,2017-03-28
SU,JPMorgan Chase &amp; Co.,34.0,Neutral,36.096667000000004,2016-03-22,40.80571485714285,2017-03-22
SU,TD Securities,37.0,Hold,35.922499625,2016-03-18,40.73000011111111,2017-03-18
SU,CIBC,41.0,,33.120000000000005,2016-02-24,41.88714271428571,2017-02-24
SU,Royal Bank of Canada,39.0,Outperform,30.763750125,2016-02-08,41.002857142857145,2017-02-08
SU,FirstEnergy Capital,27.0,Underperform,30.763750125,2016-02-08,41.002857142857145,2017-02-08
SU,TD Securities,36.0,Hold,31.368571428571425,2016-02-04,40.64777755555556,2017-02-04
SU,Nomura,41.0,,29.902857285714287,2016-01-21,42.25000044444445,2017-01-21
SU,Barclays PLC,40.0,,32.261427857142856,2016-01-12,42.94571414285714,2017-01-12
SU,"Raymond James Financial, Inc.",40.0,,32.261427857142856,2016-01-12,42.94571414285714,2017-01-12
SU,National Bank Financial,37.0,Sector Perform,32.491249124999996,2016-01-11,43.14142828571429,2017-01-11
SU,TD Securities,43.0,Buy,37.38285671428571,2015-11-18,41.64125,2016-11-18
SU,"Raymond James Financial, Inc.",43.0,Outperform,37.38285671428571,2015-11-18,41.64125,2016-11-18
SU,National Bank Financial,44.0,Outperform,37.38285671428571,2015-11-18,41.64125,2016-11-18
SU,National Bank Financial,45.0,Outperform,38.23857114285715,2015-10-29,40.03222288888888,2016-10-29
SU,Scotiabank,43.0,Sector Outperform,38.43624975,2015-10-30,40.01000055555555,2016-10-30
SU,"Raymond James Financial, Inc.",42.0,,38.43624975,2015-10-30,40.01000055555555,2016-10-30
SU,National Bank Financial,45.0,Outperform,38.43624975,2015-10-30,40.01000055555555,2016-10-30
SU,TD Securities,44.0,Buy,38.23857114285715,2015-10-29,40.03222288888888,2016-10-29
SU,Citigroup Inc,36.0,Neutral,34.30142857142857,2015-09-15,34.38714328571429,2016-09-15
SU,"Raymond James Financial, Inc.",41.0,Outperform,35.741249875,2015-08-01,34.76571428571428,2016-08-01
SU,TD Securities,43.0,Buy,35.48857157142857,2015-07-31,34.7975,2016-07-31
SU,Scotiabank,45.0,Sector Outperform,35.48857157142857,2015-07-31,34.7975,2016-07-31
SU,Scotiabank,45.0,,34.33428571428571,2015-07-08,36.55000025,2016-07-08
SU,BMO Capital Markets,44.0,Outperform,34.391667,2015-06-30,35.68833366666667,2016-06-30
SU,Goldman Sachs Group Inc,34.0,Buy,34.578571857142855,2015-06-29,35.375,2016-06-29
BMO,CIBC,79.0,,76.04571414285714,2016-03-03,102.1712505,2017-03-03
BMO,Bank of America Corp,86.0,Neutral,73.89857271428572,2016-02-24,100.85285728571428,2017-02-24
BMO,"Keefe, Bruyette &amp; Woods",77.0,,73.94857214285715,2016-02-19,101.18000024999999,2017-02-19
BMO,National Bank Financial,78.0,,71.85666683333332,2016-02-10,99.8725015,2017-02-10
BMO,CIBC,79.0,,74.71857142857142,2016-01-07,97.70875075,2017-01-07
BMO,CSFB,97.0,,78.49428557142858,2015-12-17,96.68333355555556,2016-12-17
BMO,Credit Suisse Group AG,97.0,,78.49428557142858,2015-12-17,96.68333355555556,2016-12-17
BMO,National Bank Financial,82.0,Sector Perform,78.45999914285714,2015-12-03,90.45222222222222,2016-12-03
BMO,BMO Capital Markets,85.0,Market Perform,78.45999914285714,2015-12-03,90.45222222222222,2016-12-03
BMO,TD Securities,87.0,Buy,78.36999942857143,2015-12-02,89.88125037500001,2016-12-02
BMO,CIBC,81.0,Sector Perform,78.36999942857143,2015-12-02,89.88125037500001,2016-12-02
BMO,Royal Bank of Canada,84.0,Sector Perform,78.36999942857143,2015-12-02,89.88125037500001,2016-12-02
BMO,Canaccord Genuity,83.0,Buy,76.75428671428571,2015-11-24,88.78571428571429,2016-11-24
BMO,"Keefe, Bruyette &amp; Woods",79.0,Market Perform,76.660000875,2015-11-23,88.59999957142858,2016-11-23
BMO,CIBC,79.0,Buy,75.95000142857143,2015-11-18,87.68874925,2016-11-18
BMO,TD Securities,84.0,Hold,69.58571385714286,2015-09-11,85.69333411111111,2016-09-11
BMO,Canaccord Genuity,79.0,Speculative Buy,69.58571385714286,2015-09-11,85.69333411111111,2016-09-11
BMO,BMO Capital Markets,78.0,Outperform,69.58571385714286,2015-09-11,85.69333411111111,2016-09-11
BMO,Scotiabank,78.0,Sector Perform,69.58571385714286,2015-09-11,85.69333411111111,2016-09-11
BMO,CIBC,78.0,Sector Perform,69.58571385714286,2015-09-11,85.69333411111111,2016-09-11
BMO,Barclays PLC,72.0,Underweight,69.28666666666668,2015-09-10,85.75375099999998,2016-09-10
BMO,Scotiabank,78.0,Sector Perform,69.64714257142857,2015-08-26,86.477499,2016-08-26
BMO,Royal Bank of Canada,83.0,Sector Perform,69.64714257142857,2015-08-26,86.477499,2016-08-26
BMO,Canaccord Genuity,78.0,Buy,69.64714257142857,2015-08-26,86.477499,2016-08-26
BMO,Scotiabank,80.0,,69.82428514285714,2015-08-20,84.79444477777778,2016-08-20
BMO,CIBC,77.0,Sector Perform,71.604999375,2015-08-17,83.92142942857143,2016-08-17
BMO,Barclays PLC,73.0,,72.882857,2015-08-12,83.77250025000001,2016-08-12
BMO,CIBC,81.0,Sector Perform,76.33874999999999,2015-06-01,82.90285800000001,2016-06-01
BMO,TD Securities,82.0,Hold,77.03571557142858,2015-05-28,83.175001,2016-05-28
BMO,Royal Bank of Canada,78.0,Sector Perform,77.03571557142858,2015-05-28,83.175001,2016-05-28
BMO,"Keefe, Bruyette &amp; Woods",80.0,Market Perform,77.03571557142858,2015-05-28,83.175001,2016-05-28
BMO,Canaccord Genuity,83.0,Buy,77.03571557142858,2015-05-28,83.175001,2016-05-28
BMO,Barclays PLC,76.0,Underweight,77.03571557142858,2015-05-28,83.175001,2016-05-28
BMO,TD Securities,84.0,Hold,77.65000057142858,2015-05-14,81.85111066666667,2016-05-14
TRP,FirstEnergy Corp.,53.0,,49.806250500000004,2016-04-04,61.935714714285716,2017-04-04
TRP,TD Securities,62.0,Buy,49.806250500000004,2016-04-04,61.935714714285716,2017-04-04
TRP,CIBC,59.0,,49.806250500000004,2016-04-04,61.935714714285716,2017-04-04
TRP,BMO Capital Markets,59.0,Outperform,49.806250500000004,2016-04-04,61.935714714285716,2017-04-04
TRP,Citigroup Inc,55.0,Buy,49.90000028571429,2016-03-31,61.80624999999999,2017-03-31
TRP,FirstEnergy Capital,47.0,,48.629999999999995,2016-02-12,62.056666444444446,2017-02-12
TRP,TD Securities,58.0,Buy,48.629999999999995,2016-02-12,62.056666444444446,2017-02-12
TRP,FirstEnergy Corp.,47.0,,48.629999999999995,2016-02-12,62.056666444444446,2017-02-12
TRP,CSFB,64.0,Outperform,48.322857285714285,2016-02-04,61.77666633333334,2017-02-04
TRP,Credit Suisse Group AG,64.0,,48.322857285714285,2016-02-04,61.77666633333334,2017-02-04
TRP,CIBC,57.0,,48.30375050000001,2016-02-01,61.925713571428574,2017-02-01
TRP,Royal Bank of Canada,58.0,Outperform,44.31142871428572,2016-01-07,60.7837495,2017-01-07
TRP,JPMorgan Chase &amp; Co.,64.0,Overweight,46.08714228571428,2015-12-15,60.648570714285725,2016-12-15
TRP,CIBC,56.0,Sector Outperformer,42.6237495,2015-12-07,59.10285742857143,2016-12-07
TRP,BMO Capital Markets,58.0,Outperform,42.20749975,2015-12-04,59.38000033333333,2016-12-04
TRP,National Bank Financial,57.0,Sector Perform,43.07714342857143,2015-11-19,60.41333344444445,2016-11-19
TRP,TD Securities,60.0,Buy,42.78714314285714,2015-11-18,60.288750125,2016-11-18
TRP,Royal Bank of Canada,58.0,Outperform,42.78714314285714,2015-11-18,60.288750125,2016-11-18
TRP,CIBC,58.0,Sector Performer,43.014999375,2015-11-09,58.87714285714286,2016-11-09
TRP,Scotiabank,52.0,Sector Perform,44.215714,2015-11-04,58.901249875000005,2016-11-04
TRP,TD Securities,59.0,Buy,44.215714,2015-11-04,58.901249875000005,2016-11-04
TRP,Royal Bank of Canada,58.0,Outperform,44.215714,2015-11-04,58.901249875000005,2016-11-04
TRP,National Bank Financial,57.0,Sector Perform,44.215714,2015-11-04,58.901249875000005,2016-11-04
TRP,BMO Capital Markets,56.0,Outperform,44.62000100000001,2015-10-23,61.82333377777778,2016-10-23
TRP,CIBC,60.0,,45.26428542857143,2015-10-09,61.253749625,2016-10-09
TRP,Goldman Sachs Group Inc,49.0,Neutral,43.40999971428572,2015-09-11,60.885556111111114,2016-09-11
TRP,Scotiabank,57.0,Sector Perform,49.7533335,2015-08-04,61.03666683333333,2016-08-04
ENB,Credit Suisse Group AG,54.0,Neutral,49.827142571428574,2016-03-08,55.458571857142864,2017-03-08
ENB,CSFB,54.0,Neutral,49.827142571428574,2016-03-08,55.458571857142864,2017-03-08
ENB,Canaccord Genuity,54.0,Buy,49.44249975,2016-03-07,55.43714314285715,2017-03-07
ENB,TD Securities,55.0,Buy,47.82571428571429,2016-03-02,55.56428585714286,2017-03-02
ENB,Royal Bank of Canada,64.0,Outperform,47.82571428571429,2016-03-02,55.56428585714286,2017-03-02
ENB,TD Securities,54.0,Buy,44.36124925,2016-02-22,55.19500033333333,2017-02-22
ENB,FirstEnergy Capital,50.0,,44.36124925,2016-02-22,55.19500033333333,2017-02-22
ENB,National Bank Financial,55.0,Outperform,44.36124925,2016-02-22,55.19500033333333,2017-02-22
ENB,Goldman Sachs Group Inc,54.0,,44.36124925,2016-02-22,55.19500033333333,2017-02-22
ENB,FirstEnergy Corp.,50.0,,44.36124925,2016-02-22,55.19500033333333,2017-02-22
ENB,CIBC,63.0,Sector Outperformer,44.36124925,2016-02-22,55.19500033333333,2017-02-22
ENB,BMO Capital Markets,53.0,Outperform,44.36124925,2016-02-22,55.19500033333333,2017-02-22
ENB,Barclays PLC,60.0,Overweight,44.36124925,2016-02-22,55.19500033333333,2017-02-22
ENB,CSFB,54.0,Neutral,46.70571400000001,2016-02-04,56.00333355555556,2017-02-04
ENB,Credit Suisse Group AG,54.0,,46.70571400000001,2016-02-04,56.00333355555556,2017-02-04
ENB,Royal Bank of Canada,71.0,Outperform,44.538571142857144,2016-01-21,57.31111144444445,2017-01-21
ENB,Barclays PLC,62.0,,44.208750374999994,2016-01-11,57.05857128571428,2017-01-11
ENB,BMO Capital Markets,58.0,Outperform,43.73375,2015-12-18,56.72777766666667,2016-12-18
ENB,JPMorgan Chase &amp; Co.,65.0,Overweight,42.89999985714286,2015-12-15,56.27142885714285,2016-12-15
ENB,National Bank Financial,60.0,Sector Perform,43.757500125,2015-12-07,55.527142714285716,2016-12-07
ENB,Scotiabank,70.0,Outperform,52.707500125,2015-11-06,56.26888855555555,2016-11-06
ENB,National Bank Financial,65.0,Sector Perform,52.707500125,2015-11-06,56.26888855555555,2016-11-06
ENB,CIBC,65.0,,52.707500125,2015-11-06,56.26888855555555,2016-11-06
ENB,BMO Capital Markets,63.0,Outperform,52.707500125,2015-11-06,56.26888855555555,2016-11-06
ENB,BMO Capital Markets,66.0,Outperform,56.47500049999999,2015-10-23,58.42444444444445,2016-10-23
ENB,Canaccord Genuity,65.0,Buy,52.212856714285714,2015-09-11,57.60777711111112,2016-09-11
ENB,Goldman Sachs Group Inc,65.0,Buy,52.212856714285714,2015-09-11,57.60777711111112,2016-09-11
ENB,Barclays PLC,71.0,Overweight,56.70499933333334,2015-08-04,54.02666583333334,2016-08-04
ENB,TD Securities,66.0,Buy,58.28249975,2015-06-22,53.94999971428572,2016-06-22
BCE,Royal Bank of Canada,61.0,Outperform,58.541249750000006,2016-04-29,61.86888933333333,2017-04-29
BCE,Scotiabank,60.0,Sector Perform,58.622500499999994,2016-04-25,61.795713571428564,2017-04-25
BCE,Royal Bank of Canada,61.0,,59.65142957142857,2016-04-12,60.74666666666667,2017-04-12
BCE,TD Securities,64.0,,59.620001125,2016-04-11,60.493333166666666,2017-04-11
BCE,TD Securities,62.0,Buy,57.45124975,2016-02-05,57.96555555555555,2017-02-05
BCE,Canaccord Genuity,61.0,Buy,57.45124975,2016-02-05,57.96555555555555,2017-02-05
BCE,Royal Bank of Canada,58.0,Outperform,57.45124975,2016-02-05,57.96555555555555,2017-02-05
BCE,CSFB,55.0,Neutral,54.01166583333333,2016-01-05,58.418333,2017-01-05
BCE,Credit Suisse Group AG,55.0,,54.01166583333333,2016-01-05,58.418333,2017-01-05
BCE,Goldman Sachs Group Inc,65.0,Buy,56.8325,2015-12-04,57.90777711111112,2016-12-04
BCE,National Bank Financial,57.0,Sector Perform,57.63000025000001,2015-11-20,58.042222333333335,2016-11-20
BCE,Credit Suisse Group AG,55.0,,56.713749875000005,2015-11-09,58.551428714285706,2016-11-09
BCE,TD Securities,61.0,Buy,56.751250375,2015-11-06,59.18888899999999,2016-11-06
BCE,Scotiabank,60.0,Outperform,56.751250375,2015-11-06,59.18888899999999,2016-11-06
BCE,National Bank Financial,56.5,Sector Perform,56.751250375,2015-11-06,59.18888899999999,2016-11-06
BCE,CIBC,59.0,,56.751250375,2015-11-06,59.18888899999999,2016-11-06
BCE,Canaccord Genuity,59.0,Buy,56.751250375,2015-11-06,59.18888899999999,2016-11-06
BCE,Royal Bank of Canada,59.0,,56.59428628571428,2015-11-04,59.8125,2016-11-04
BCE,TD Securities,59.0,Buy,53.1450005,2015-09-02,61.73571385714286,2016-09-02
BCE,BMO Capital Markets,58.5,Outperform,53.1337505,2015-08-31,61.731666499999996,2016-08-31
BCE,Barclays PLC,47.0,Outperform,52.88666666666666,2015-08-29,61.786249625,2016-08-29
BCE,Scotiabank,59.0,Outperform,53.90999985714286,2015-08-07,62.74666622222222,2016-08-07
